Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Visibility_MeanRatio,Outlet_Location_Score,High_MRP_Flag
FDD03,13.3,Low Fat,0.079739853,Dairy,233.03,OUT013,1987,High,Tier 3,Supermarket Type1,5359.69,26,FD,1.1359169578810449,3,1
FDF09,6.215,Low Fat,0.012167793,Fruits and Vegetables,37.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,111.8544,14,FD,0.17333368307922856,1,0
FDS33,6.67,Regular,0.123524543,Snack Foods,90.5514,OUT018,2009,Medium,Tier 3,Supermarket Type2,974.0654,4,FD,1.7596423598649762,3,0
FDK03,12.6,Regular,0.074338562,Dairy,255.5356,OUT017,2007,Small,Tier 2,Supermarket Type1,9664.7528,6,FD,1.0589740264543934,2,1
FDD29,12.15,Low Fat,0.018407033,Frozen Foods,254.7698,OUT035,2004,Small,Tier 2,Supermarket Type1,5834.4054,9,FD,0.2622134370999656,2,1
FDD02,16.6,Low Fat,0.050369191,Canned,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1422.1488,14,FD,0.7175234974617937,1,0
FDF29,15.1,Regular,0.019837655,Frozen Foods,128.131,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.803,28,FD,0.2825930556843853,3,0
FDP59,20.85,Regular,0.056465714,Breads,103.6648,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.0256,16,FD,0.8043702070965835,1,0
NCN17,11.0,Low Fat,0.054928641,Health and Hygiene,101.7358,OUT035,2004,Small,Tier 2,Supermarket Type1,1508.037,9,NC,0.7824741636438687,2,0
NCM55,15.6,Low Fat,0.066829875,Others,185.5924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3146.5708,14,NC,0.952010637711741,1,1
FDD39,16.7,Low Fat,0.122832172,Dairy,217.685,OUT019,1985,Small,Tier 1,Grocery Store,432.77,28,FD,1.7497793374181572,1,1
FDS02,10.195,Regular,0.146692433,Dairy,194.5794,OUT017,2007,Small,Tier 2,Supermarket Type1,4096.6674,6,FD,2.0896755633287785,2,1
FDN16,12.6,Regular,0.062827447,Frozen Foods,105.099,OUT045,2002,Small,Tier 2,Supermarket Type1,1444.786,11,FD,0.8949949088528238,2,0
FDM21,20.2,Low Fat,0.064464147,Snack Foods,255.7646,OUT049,1999,Medium,Tier 1,Supermarket Type1,5410.9566,14,FD,0.9183101673467655,1,1
FDJ04,18.0,Low Fat,0.124959013,Frozen Foods,116.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,355.5372,4,FD,1.7800767943073323,3,0
FDT50,6.75,Regular,0.1081837165,Dairy,96.7752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,14,FD,1.5411079092275903,1,0
FDM27,12.35,Regular,0.15911489,Meat,158.1946,OUT018,2009,Medium,Tier 3,Supermarket Type2,1104.5622,4,FD,2.266637007750404,3,1
FDT19,7.59,Regular,0.145335007,Fruits and Vegetables,173.108,OUT045,2002,Small,Tier 2,Supermarket Type1,2077.296,11,FD,2.0703386426491197,2,1
FDQ39,14.8,Low Fat,0.081168135,Meat,190.5846,OUT049,1999,Medium,Tier 1,Supermarket Type1,3630.6074,14,FD,1.1562632424978005,1,1
NCU30,5.11,Low Fat,0.034874689,Household,161.721,OUT046,1997,Small,Tier 1,Supermarket Type1,2446.815,16,NC,0.4967998954792096,1,1
FDY27,6.38,Low Fat,0.031898175,Dairy,177.4344,OUT046,1997,Small,Tier 1,Supermarket Type1,1784.344,16,FD,0.4543986042707803,1,1
FDW14,8.3,Regular,0.038211537,Dairy,87.7198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564,16,FD,0.5443342473304909,1,0
FDJ21,16.7,Regular,0.03874616,Snack Foods,143.8102,OUT017,2007,Small,Tier 2,Supermarket Type1,4811.7366,6,FD,0.5519501045076196,2,1
FDX47,6.55,Regular,0.03443677,Breads,156.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,4870.9928,28,FD,0.4905616143742982,3,1
FDK56,9.695,Low Fat,0.130261652,Fruits and Vegetables,185.2898,OUT045,2002,Small,Tier 2,Supermarket Type1,3367.6164,11,FD,1.8556143998459507,2,1
NCN05,8.235,Low Fat,0.014456938,Health and Hygiene,184.795,OUT035,2004,Small,Tier 2,Supermarket Type1,1464.76,9,NC,0.205943206758042,2,1
FDC26,10.195,Low Fat,0.126383094,Canned,112.1886,OUT046,1997,Small,Tier 1,Supermarket Type1,667.1316,16,FD,1.8003632344804315,1,0
FDT14,10.695,Regular,0.127620811,Dairy,119.244,OUT013,1987,High,Tier 3,Supermarket Type1,3475.476,26,FD,1.8179948662989356,3,0
FDS36,8.38,Regular,0.046878474,Baking Goods,109.857,OUT035,2004,Small,Tier 2,Supermarket Type1,2306.997,9,FD,0.6677972378026037,2,0
FDR48,11.65,Low Fat,0.220111117,Baking Goods,153.0024,OUT010,1998,Small,Tier 3,Grocery Store,455.4072,15,FD,3.1355456652075686,3,1
FDM04,9.195,Regular,0.0471117,Frozen Foods,52.0666,OUT035,2004,Small,Tier 2,Supermarket Type1,615.1992,9,FD,0.6711196087181703,2,0
FDZ37,8.1,Regular,0.019768503,Canned,88.6198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564,16,FD,0.2816079657134847,1,0
FDE46,18.6,Low Fat,0.015858893,Snack Foods,152.9366,OUT017,2007,Small,Tier 2,Supermarket Type1,453.4098,6,FD,0.2259144557480059,2,1
NCQ53,17.6,Low Fat,0.018905326,Health and Hygiene,234.659,OUT046,1997,Small,Tier 1,Supermarket Type1,8508.924,16,NC,0.2693117630611812,1,1
NCN42,20.25,Low Fat,0.014280554,Household,148.0418,OUT018,2009,Medium,Tier 3,Supermarket Type2,1177.1344,4,NC,0.2034305663510063,3,1
DRH11,5.98,Low Fat,0.075675438,Hard Drinks,53.3614,OUT049,1999,Medium,Tier 1,Supermarket Type1,331.5684,14,DR,1.0780182065205917,1,0
NCI42,18.75,Low Fat,0.010381661,Household,207.8954,OUT049,1999,Medium,Tier 1,Supermarket Type1,2292.3494,14,NC,0.147889723108372,1,1
FDT07,5.82,Regular,0.077475884,Fruits and Vegetables,255.333,OUT045,2002,Small,Tier 2,Supermarket Type1,4870.327,11,FD,1.103666073505612,2,1
DRL60,8.52,Low Fat,0.02705936,Soft Drinks,153.3682,OUT046,1997,Small,Tier 1,Supermarket Type1,914.8092,16,DR,0.3854683039534576,1,1
FDG20,15.5,Regular,0.126199917,Fruits and Vegetables,178.4028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1239.7196,4,FD,1.7977538258501724,3,1
FDF56,16.7,Regular,0.119462225,Fruits and Vegetables,182.7976,OUT046,1997,Small,Tier 1,Supermarket Type1,1810.976,16,FD,1.7017734808678529,1,1
FDV33,9.6,Regular,0.027454997,Snack Foods,258.1304,OUT018,2009,Medium,Tier 3,Supermarket Type2,2324.9736,4,FD,0.39110426590419234,3,1
NCF31,9.13,Low Fat,0.051928034,Household,151.4024,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.4312,14,NC,0.7397296607760672,1,1
FDD59,10.5,Regular,0.066087673,Starchy Foods,78.296,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,16,FD,0.9414377584518153,1,0
FDQ52,17.0,Low Fat,0.119570595,Frozen Foods,249.7434,OUT049,1999,Medium,Tier 1,Supermarket Type1,4221.8378,14,FD,1.7033172424386895,1,1
FDP09,19.75,Low Fat,0.033725743,Snack Foods,211.6902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4247.804,28,FD,0.48043283188442726,3,1
FDK24,9.195,Low Fat,0.101275792,Baking Goods,46.4744,OUT035,2004,Small,Tier 2,Supermarket Type1,950.7624,9,FD,1.4427025537109213,2,0
NCA18,10.1,Low Fat,0.056077574,Household,117.8492,OUT046,1997,Small,Tier 1,Supermarket Type1,1621.8888,16,NC,0.7988410420499417,1,0
NCE07,8.18,Low Fat,0.013130031,Household,140.5154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,11,NC,0.18704103794126398,2,0
FDM45,8.655,Regular,0.088178053,Snack Foods,122.6756,OUT035,2004,Small,Tier 2,Supermarket Type1,2302.3364,9,FD,1.2561215245234216,2,0
FDQ32,17.85,Regular,0.046608497,Fruits and Vegetables,122.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3095.97,16,FD,0.6639513384060014,1,0
FDI34,10.65,Regular,0.085119855,Snack Foods,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,4146.6024,9,FD,1.2125566214283796,2,1
FDE14,13.65,Regular,0.031418984,Canned,99.27,OUT013,1987,High,Tier 3,Supermarket Type1,2596.62,26,FD,0.4475723917498721,3,0
DRF37,17.25,Low Fat,0.084809658,Soft Drinks,261.191,OUT017,2007,Small,Tier 2,Supermarket Type1,3155.892,6,DR,1.208137776655944,2,1
FDW44,9.5,Regular,0.035350045,Fruits and Vegetables,169.7448,OUT017,2007,Small,Tier 2,Supermarket Type1,3579.3408,6,FD,0.5035714773308905,2,1
FDC59,16.7,Regular,0.054739692,Starchy Foods,63.6168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,14,FD,0.7797825312267049,1,0
NCI29,8.6,Low Fat,0.054601779,Health and Hygiene,141.1154,OUT010,1998,Small,Tier 3,Grocery Store,425.4462,15,NC,0.7778179211914664,3,0
FDV38,19.25,Low Fat,0.102188428,Dairy,54.3956,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032,4,FD,1.4557033139301896,3,0
FDZ49,11.0,Regular,0.133034816,Canned,222.0798,OUT013,1987,High,Tier 3,Supermarket Type1,2864.9374,26,FD,1.8951189122832286,3,1
DRD49,9.895,Low Fat,0.16817143,Soft Drinks,237.7564,OUT045,2002,Small,Tier 2,Supermarket Type1,3813.7024,11,DR,2.3956500041215913,2,1
FDA02,14.0,Regular,0.029722659,Dairy,143.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,1589.2646,16,FD,0.4234077581183358,1,1
FDX20,7.365,Low Fat,0.042733625,Fruits and Vegetables,226.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,3848.324,4,FD,0.6087526811621958,3,1
FDS24,20.85,Regular,0.062172698,Baking Goods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,619.8598,26,FD,0.8856678225305596,3,0
FDI58,7.64,Regular,0.070704474,Snack Foods,93.412,OUT046,1997,Small,Tier 1,Supermarket Type1,1491.392,16,FD,1.0072054059926525,1,0
FDQ60,12.28531684698609,Regular,0.191500528,Baking Goods,121.2098,OUT019,1985,Small,Tier 1,Grocery Store,120.5098,28,FD,2.7279796615423137,1,0
FDJ27,17.7,Regular,0.122065518,Meat,103.3674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2546.685,14,FD,1.738858132441427,1,0
FDV27,7.97,Regular,0.04021623,Meat,90.4514,OUT017,2007,Small,Tier 2,Supermarket Type1,1328.271,6,FD,0.5728916711076004,2,0
NCL41,12.35,Low Fat,0.041737627,Health and Hygiene,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,519.324,16,NC,0.5945644054675365,1,0
NCP29,8.42,Low Fat,0.11227101,Health and Hygiene,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,703.0848,16,NC,1.5993325713483866,1,0
FDC45,17.0,Low Fat,0.135075924,Fruits and Vegetables,170.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,3422.212,28,FD,1.9241950781255042,3,1
FDN33,6.305,Regular,0.12301331,Snack Foods,93.2436,OUT013,1987,High,Tier 3,Supermarket Type1,2079.9592,26,FD,1.7523596999116353,3,0
DRC01,5.92,Regular,0.019238942,Soft Drinks,49.8692,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.1916,11,DR,0.2740642181706789,2,0
FDL57,15.1,Regular,0.067212845,Snack Foods,260.2304,OUT045,2002,Small,Tier 2,Supermarket Type1,4908.2776,11,FD,0.9574661546332445,2,1
NCF42,17.35,Low Fat,0.280164929,Household,177.5712,OUT010,1998,Small,Tier 3,Grocery Store,527.3136,15,NC,3.9910293520937254,3,1
FDG50,7.405,Low Fat,0.015271793,Canned,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1550.6482,16,FD,0.21755104873279657,1,0
FDH22,6.405,Low Fat,0.136512858,Snack Foods,128.7678,OUT049,1999,Medium,Tier 1,Supermarket Type1,3052.0272,14,FD,1.9446646129509046,1,0
FDO36,19.7,Low Fat,0.078034976,Baking Goods,178.066,OUT049,1999,Medium,Tier 1,Supermarket Type1,3954.852,14,FD,1.111630498569396,1,1
FDY04,17.7,Regular,0.042649476,Frozen Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,978.726,4,FD,0.6075539546472531,3,1
FDZ09,17.6,Low Fat,0.104859135,Snack Foods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,4094.67,9,FD,1.493748297168767,2,1
FDH28,15.85,Regular,0.110202066,Frozen Foods,39.7506,OUT049,1999,Medium,Tier 1,Supermarket Type1,721.0614,14,FD,1.5698598737437617,1,0
FDN32,17.5,Low Fat,0.01558456,Fruits and Vegetables,185.1266,OUT049,1999,Medium,Tier 1,Supermarket Type1,4795.0916,14,FD,0.2220065038885213,1,1
DRJ37,10.8,Low Fat,0.060805497,Soft Drinks,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,3339.6528,28,DR,0.8661916541868342,3,1
FDE57,9.6,Low Fat,0.036490369,Fruits and Vegetables,140.8154,OUT017,2007,Small,Tier 2,Supermarket Type1,1843.6002,6,FD,0.5198157180755875,2,0
FDG05,11.0,Regular,0.088025298,Frozen Foods,158.063,OUT045,2002,Small,Tier 2,Supermarket Type1,2659.871,11,FD,1.2539454859633667,2,1
FDI09,20.75,Regular,0.129864461,Seafood,240.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,5992.2,4,FD,1.849956300721818,3,1
DRD12,6.96,Low Fat,0.077193561,Soft Drinks,89.4146,OUT027,1985,Medium,Tier 3,Supermarket Type3,2645.2234,28,DR,1.0996443018163684,3,0
FDD02,16.6,Low Fat,0.084176826,Canned,118.0124,OUT010,1998,Small,Tier 3,Grocery Store,592.562,15,FD,1.1991229042521816,3,0
FDI36,12.5,Regular,0.062343432,Baking Goods,199.7426,OUT046,1997,Small,Tier 1,Supermarket Type1,593.2278,16,FD,0.8880999770755005,1,1
DRK39,7.02,Low Fat,0.049942926,Dairy,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825,14,DR,0.7114512309120777,1,0
FDH44,19.1,Regular,0.025867261,Fruits and Vegetables,147.6418,OUT035,2004,Small,Tier 2,Supermarket Type1,1471.418,9,FD,0.3684865135609792,2,1
FDS56,5.785,Regular,0.038817121,Fruits and Vegetables,262.6252,OUT049,1999,Medium,Tier 1,Supermarket Type1,524.6504,14,FD,0.552960964199676,1,1
DRJ59,11.65,Low Fat,0.01941154,Hard Drinks,40.3164,OUT045,2002,Small,Tier 2,Supermarket Type1,502.0132,11,DR,0.2765229259274684,2,0
NCA30,19.0,Low Fat,0.216478153,Household,190.1872,OUT010,1998,Small,Tier 3,Grocery Store,567.2616,15,NC,3.0837930564465346,3,1
FDF17,5.19,Low Fat,0.042707323,Frozen Foods,197.811,OUT045,2002,Small,Tier 2,Supermarket Type1,2946.165,11,FD,0.6083780016675372,2,1
NCX18,14.15,Low Fat,0.008811818,Household,196.311,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.987,16,NC,0.1255268616555066,1,1
NCO53,16.2,Low Fat,0.175898114,Health and Hygiene,183.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2940.1728,4,NC,2.5057188223295723,3,1
FDT23,7.72,Regular,0.074847665,Breads,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1,623.1888,14,FD,1.0662263439499888,1,0
NCJ19,18.6,Low Fat,0.118180011,Others,56.2588,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.6584,16,NC,1.6835079765881737,1,0
FDI05,8.35,Regular,0.127587344,Frozen Foods,76.5354,OUT017,2007,Small,Tier 2,Supermarket Type1,1805.6496,6,FD,1.8175181193349124,2,0
NCJ19,18.6,Low Fat,0.19780911,Others,55.6588,OUT010,1998,Small,Tier 3,Grocery Store,114.5176,15,NC,2.8178472121381635,3,0
NCS29,9.0,Low Fat,0.069208684,Health and Hygiene,264.0884,OUT027,1985,Medium,Tier 3,Supermarket Type3,4504.8028,28,NC,0.9858974506540732,3,1
NCC06,19.0,Low Fat,0.026963909,Household,129.8336,OUT013,1987,High,Tier 3,Supermarket Type1,3451.5072,26,NC,0.3841085772237544,3,0
FDJ12,8.895,Regular,0.039261947,Baking Goods,207.4296,OUT017,2007,Small,Tier 2,Supermarket Type1,2492.7552,6,FD,0.5592976374903377,2,1
FDW48,18.0,Low Fat,0.008533716,Baking Goods,78.5618,OUT013,1987,High,Tier 3,Supermarket Type1,402.809,26,FD,0.12156521931562626,3,0
FDX32,15.1,Regular,0.100423086,Fruits and Vegetables,144.7786,OUT017,2007,Small,Tier 2,Supermarket Type1,2600.6148,6,FD,1.4305555134412717,2,1
FDH02,7.27,Regular,0.020823289,Canned,91.8488,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464,28,FD,0.29663369324192035,3,0
FDD16,20.5,Low Fat,0.036353098,Frozen Foods,75.8696,OUT046,1997,Small,Tier 1,Supermarket Type1,2386.2272,16,FD,0.5178602535135285,1,0
FDR09,18.25,Low Fat,0.077348214,Snack Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,8028.8822,28,FD,1.1018473779279734,3,1
FDB32,20.6,Low Fat,0.023548476,Fruits and Vegetables,93.3778,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.2892,4,FD,0.33545475962508725,3,0
FDP11,15.85,Low Fat,0.069043044,Breads,218.7166,OUT013,1987,High,Tier 3,Supermarket Type1,4136.6154,26,FD,0.9835378615925856,3,1
FDG09,20.6,Regular,0.048010812,Fruits and Vegetables,187.7556,OUT049,1999,Medium,Tier 1,Supermarket Type1,3004.0896,14,FD,0.6839277156986828,1,1
FDF21,10.3,Regular,0.058778429,Fruits and Vegetables,187.853,OUT013,1987,High,Tier 3,Supermarket Type1,2656.542,26,FD,0.8373154921505434,3,1
NCJ19,18.6,Low Fat,0.117607719,Others,55.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,2748.4224,28,NC,1.6753555137580798,3,0
FDY03,17.6,Regular,0.127412338,Meat,111.3202,OUT010,1998,Small,Tier 3,Grocery Store,337.5606,15,FD,1.815025108931057,3,0
FDK58,11.35,Regular,0.044945123,Snack Foods,101.0016,OUT013,1987,High,Tier 3,Supermarket Type1,2631.2416,26,FD,0.6402561011712596,3,0
FDC26,10.195,Low Fat,0.126579586,Canned,112.2886,OUT049,1999,Medium,Tier 1,Supermarket Type1,2557.3378,14,FD,1.803162319084813,1,0
FDN15,17.5,Low Fat,0.016802225,Meat,138.518,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.906,4,FD,0.23935248924565786,3,0
DRH11,5.98,Low Fat,0.075192072,Hard Drinks,56.0614,OUT027,1985,Medium,Tier 3,Supermarket Type3,2597.2858,28,DR,1.0711325199334452,3,0
NCK17,11.0,Low Fat,0.03786331,Health and Hygiene,40.948,OUT013,1987,High,Tier 3,Supermarket Type1,319.584,26,NC,0.5393736543570872,3,0
DRC01,5.92,Regular,0.019200003,Soft Drinks,47.7692,OUT046,1997,Small,Tier 1,Supermarket Type1,492.692,16,DR,0.2735095210053489,1,0
FDD03,13.3,Low Fat,0.079791176,Dairy,232.73,OUT035,2004,Small,Tier 2,Supermarket Type1,2796.36,9,FD,1.1366480686598588,2,1
NCY17,18.2,Low Fat,0.16334971,Health and Hygiene,45.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,669.129,14,NC,2.326963226956926,1,0
DRY23,9.395,Regular,0.109265987,Soft Drinks,42.3112,OUT049,1999,Medium,Tier 1,Supermarket Type1,980.0576,14,DR,1.556525161300583,1,0
FDT50,6.75,Regular,0.10821852,Dairy,96.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528,9,FD,1.5416036950154524,2,0
FDC38,15.7,Low Fat,0.122392031,Canned,133.1942,OUT013,1987,High,Tier 3,Supermarket Type1,2782.3782,26,FD,1.7435094032892502,3,0
NCN06,8.39,Low Fat,0.20168772,Household,162.8868,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,15,NC,2.8730991182585193,3,1
FDP56,8.185,Low Fat,0.046259036,Fruits and Vegetables,47.4692,OUT027,1985,Medium,Tier 3,Supermarket Type3,1576.6144,28,FD,0.6589731667505048,3,0
FDW34,9.6,Low Fat,0.035651291,Snack Foods,244.917,OUT045,2002,Small,Tier 2,Supermarket Type1,2916.204,11,FD,0.5078628125543682,2,1
FDU07,11.1,Low Fat,0.059835659,Fruits and Vegetables,151.3366,OUT035,2004,Small,Tier 2,Supermarket Type1,3022.732,9,FD,0.8523760351563171,2,1
NCO55,12.8,Low Fat,0.091408076,Others,108.9938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.938,4,NC,1.3021341237696957,3,0
FDL16,12.85,Low Fat,0.169405699,Frozen Foods,46.106,OUT017,2007,Small,Tier 2,Supermarket Type1,792.302,6,FD,2.4132325181962893,2,0
FDT59,13.65,Low Fat,0.015943701,Breads,231.9668,OUT045,2002,Small,Tier 2,Supermarket Type1,3225.1352,11,FD,0.2271225699059788,2,1
DRF01,5.655,Low Fat,0.174232377,Soft Drinks,146.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,1895.5326,28,DR,2.481989923485604,3,1
NCS06,7.935,Low Fat,0.031801103,Household,261.591,OUT045,2002,Small,Tier 2,Supermarket Type1,3155.892,11,NC,0.4530157859335628,2,1
FDY13,12.1,Low Fat,0.052749199,Canned,74.967,OUT019,1985,Small,Tier 1,Grocery Store,229.701,28,FD,0.7514273905012321,1,0
DRF36,16.1,Low Fat,0.039463564,Soft Drinks,189.9846,OUT010,1998,Small,Tier 3,Grocery Store,191.0846,15,DR,0.5621697291820179,3,1
FDV10,7.645,Regular,0.066693437,Snack Foods,41.8112,OUT046,1997,Small,Tier 1,Supermarket Type1,894.8352,16,FD,0.950067039472359,1,0
FDE09,8.775,Low Fat,0.036159635,Fruits and Vegetables,110.7228,OUT010,1998,Small,Tier 3,Grocery Store,331.5684,15,FD,0.5151043178784008,3,0
FDC20,10.65,Low Fat,0.024020078,Fruits and Vegetables,57.2272,OUT045,2002,Small,Tier 2,Supermarket Type1,1174.4712,11,FD,0.34217286467565233,2,0
FDI58,7.64,Regular,0.071104408,Snack Foods,95.012,OUT017,2007,Small,Tier 2,Supermarket Type1,1864.24,6,FD,1.0129025799344353,2,0
FDI56,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,OUT017,2007,Small,Tier 2,Supermarket Type1,1733.0774,6,FD,1.337826127759177,2,0
NCI17,8.645,Low Fat,0.144006886,Health and Hygiene,94.741,OUT018,2009,Medium,Tier 3,Supermarket Type2,1061.951,4,NC,2.0514191800559556,3,0
NCE19,8.97,Low Fat,0.093159233,Household,55.7956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1037.3164,14,NC,1.3270798548862566,1,0
FDA26,7.855,Regular,0.129425145,Dairy,219.3482,OUT019,1985,Small,Tier 1,Grocery Store,219.0482,28,FD,1.8436981189533057,1,1
FDR01,5.405,Regular,0.053839714,Canned,198.6742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.8904,4,FD,0.7669620878290997,3,1
FDC32,18.35,Low Fat,0.098629062,Fruits and Vegetables,90.6462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2406.2012,28,FD,1.4049991296786184,3,0
FDF11,10.195,Regular,0.017658634,Starchy Foods,240.1538,OUT049,1999,Medium,Tier 1,Supermarket Type1,1442.1228,14,FD,0.2515522798068713,1,1
FDH46,6.935,Regular,0.041282286,Snack Foods,103.5332,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984,16,FD,0.5880779430016663,1,0
FDY33,14.5,Regular,0.170186628,Snack Foods,159.0262,OUT019,1985,Small,Tier 1,Grocery Store,159.1262,28,FD,2.424357074621056,1,1
DRG23,8.88,Low Fat,0.086781204,Hard Drinks,152.2682,OUT046,1997,Small,Tier 1,Supermarket Type1,1829.6184,16,DR,1.236223011960335,1,1
FDY04,17.7,Regular,0.042270751,Frozen Foods,162.521,OUT027,1985,Medium,Tier 3,Supermarket Type3,4567.388,28,FD,0.6021589089619608,3,1
FDE26,9.3,Low Fat,0.089186275,Canned,145.3786,OUT045,2002,Small,Tier 2,Supermarket Type1,2745.0934,11,FD,1.2704839345859125,2,1
NCU42,9.0,Low Fat,0.019502965,Household,169.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,4211.185,9,NC,0.27782530113844695,2,1
NCO42,21.25,Low Fat,0.024650932,Household,146.0102,OUT035,2004,Small,Tier 2,Supermarket Type1,2916.204,9,NC,0.35115955990503894,2,1
FDU25,12.35,Low Fat,0.026722744,Canned,59.2246,OUT049,1999,Medium,Tier 1,Supermarket Type1,984.7182,14,FD,0.38067311298798034,1,0
FDW02,4.805,Regular,0.037516862,Dairy,124.3704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3004.0896,28,FD,0.5344384037462794,3,0
FDS22,16.85,Regular,0.023154399,Snack Foods,43.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,351.5424,16,FD,0.3298410203194619,1,0
FDG57,14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8034,OUT035,2004,Small,Tier 2,Supermarket Type1,631.8442,9,FD,1.0297160195449246,2,0
FDQ25,8.63,Regular,0.028391879,Canned,173.9422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4138.6128,4,FD,0.4044504173114881,3,1
NCS06,7.935,Low Fat,0.031866022,Household,261.291,OUT018,2009,Medium,Tier 3,Supermarket Type2,2892.901,4,NC,0.4539405756116762,3,1
FDC29,8.39,Regular,0.024088444,Frozen Foods,112.7176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1832.2816,28,FD,0.3431467578522863,3,0
NCZ41,19.85,Low Fat,0.064409056,Health and Hygiene,126.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,1752.3856,9,NC,0.9175253803328414,2,0
FDW23,5.765,Low Fat,0.082012293,Baking Goods,37.5164,OUT046,1997,Small,Tier 1,Supermarket Type1,656.4788,16,FD,1.1682885140684784,1,0
FDB03,17.75,Regular,0.157075658,Dairy,240.5538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3845.6608,14,FD,2.2375875660634015,1,1
FDN25,7.895,Regular,0.107110465,Breakfast,55.5588,OUT019,1985,Small,Tier 1,Grocery Store,229.0352,28,FD,1.5258191353829575,1,0
NCN05,8.235,Low Fat,0.014459672,Health and Hygiene,181.895,OUT046,1997,Small,Tier 1,Supermarket Type1,732.38,16,NC,0.20598215336812475,1,1
FDV43,16.0,Low Fat,0.076483451,Fruits and Vegetables,43.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,847.5634,28,FD,1.089528582253142,3,0
FDG44,6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0298,OUT049,1999,Medium,Tier 1,Supermarket Type1,539.298,14,FD,1.4580025314724634,1,0
FDS12,9.1,Low Fat,0.174827835,Baking Goods,127.2362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,4,FD,2.4904723925955725,3,0
