,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
33185,Sales & Marketing,region_2,Bachelor's,m,other,1,54,5.0,22,0,0,46
21554,Technology,region_7,Bachelor's,f,sourcing,2,28,3.0,6,1,0,84
27223,Analytics,region_2,Master's & above,m,sourcing,2,39,3.0,14,0,0,82
15866,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,37,2.0,3,1,0,46
53978,Finance,region_22,Bachelor's,m,other,1,28,5.0,2,0,0,91
17081,Procurement,region_14,Master's & above,m,other,1,39,5.0,10,1,0,67
17021,Analytics,region_22,Master's & above,m,other,1,39,1.0,5,0,0,80
32033,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,42,5.0,12,0,0,48
35735,Analytics,region_8,Bachelor's,m,sourcing,1,31,3.0,6,0,0,85
39045,Sales & Marketing,region_12,Master's & above,m,other,1,38,1.0,6,0,0,52
4211,Analytics,region_22,Bachelor's,m,other,1,26,4.0,2,0,0,88
19625,Sales & Marketing,region_13,Master's & above,f,sourcing,1,33,5.0,5,0,0,51
20739,Sales & Marketing,region_26,Bachelor's,m,other,1,27,,1,0,0,52
10379,Sales & Marketing,region_20,Bachelor's,m,other,1,43,4.0,8,0,0,51
31712,Procurement,region_2,Bachelor's,m,other,1,27,5.0,2,1,0,67
13372,Technology,region_2,Bachelor's,m,other,1,31,2.0,7,0,0,77
34631,Legal,region_12,Bachelor's,f,sourcing,1,26,,1,1,0,59
149,Sales & Marketing,region_4,Master's & above,m,other,1,31,4.0,6,0,0,50
9350,Sales & Marketing,region_30,Bachelor's,m,other,1,45,3.0,11,0,0,50
1750,Finance,region_2,Bachelor's,f,other,1,50,1.0,21,0,0,61
30435,Sales & Marketing,region_26,Bachelor's,f,other,1,32,5.0,4,0,0,57
5476,Sales & Marketing,region_7,,m,other,1,32,4.0,8,0,0,50
5479,Technology,region_8,Bachelor's,m,sourcing,2,26,3.0,2,0,0,79
27507,Sales & Marketing,region_29,Bachelor's,f,sourcing,1,27,1.0,3,0,0,48
31622,Analytics,region_4,Bachelor's,m,sourcing,1,42,5.0,7,1,0,84
30781,Sales & Marketing,region_7,Bachelor's,m,other,1,28,4.0,1,0,0,49
52746,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,39,5.0,9,0,0,52
32246,Sales & Marketing,region_34,Bachelor's,m,other,1,34,2.0,7,0,0,50
11764,Procurement,region_4,Master's & above,m,other,1,41,5.0,15,0,0,70
32359,Operations,region_2,Bachelor's,m,other,1,41,2.0,11,0,0,58
31646,Procurement,region_20,Master's & above,m,sourcing,1,43,3.0,3,1,0,71
4209,Analytics,region_9,Master's & above,m,sourcing,2,30,4.0,4,0,0,90
38273,Analytics,region_23,Master's & above,m,sourcing,1,40,2.0,11,0,0,85
9647,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,26,1.0,2,0,0,53
31531,Legal,region_26,Bachelor's,m,sourcing,1,29,3.0,3,0,0,58
3804,Operations,region_26,Bachelor's,m,other,1,35,5.0,5,0,0,60
44636,Sales & Marketing,region_27,Bachelor's,m,other,1,32,3.0,8,1,0,98
34236,Procurement,region_31,Master's & above,f,other,1,38,5.0,3,1,1,94
44495,R&D,region_8,Bachelor's,m,sourcing,1,31,4.0,3,0,0,84
2777,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,27,4.0,2,0,0,50
1140,Procurement,region_21,Bachelor's,m,other,1,31,1.0,7,0,0,69
21910,Analytics,region_22,Bachelor's,m,sourcing,2,31,5.0,3,1,0,87
38399,Technology,region_22,Master's & above,m,sourcing,1,42,3.0,6,0,0,79
35567,Technology,region_26,Bachelor's,m,other,1,28,,1,0,0,81
18240,Analytics,region_22,,m,sourcing,1,27,3.0,5,0,0,87
14219,Technology,region_2,Bachelor's,m,other,1,32,2.0,7,0,0,80
53801,Finance,region_2,Bachelor's,f,other,1,36,3.0,9,0,0,56
37290,Operations,region_15,Master's & above,m,sourcing,1,33,3.0,3,1,1,59
5330,Sales & Marketing,region_22,Master's & above,m,other,1,28,3.0,5,0,0,47
46926,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,29,4.0,6,0,0,50
16775,Sales & Marketing,region_2,Master's & above,f,sourcing,1,35,3.0,8,0,0,48
18008,Sales & Marketing,region_19,Bachelor's,m,other,1,44,3.0,9,0,0,48
18896,Technology,region_13,Master's & above,m,other,1,55,3.0,27,0,0,77
28373,Sales & Marketing,region_2,Master's & above,m,sourcing,2,52,1.0,16,0,0,51
39147,Technology,region_23,Master's & above,m,sourcing,1,38,3.0,5,1,1,79
27759,Procurement,region_26,Bachelor's,m,other,1,46,3.0,15,0,0,63
30274,Sales & Marketing,region_27,Bachelor's,f,other,1,36,3.0,4,0,0,48
46059,Operations,region_22,Bachelor's,f,other,1,28,5.0,3,1,0,61
2497,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,31,5.0,3,1,0,53
18759,Sales & Marketing,region_22,Master's & above,m,sourcing,2,36,3.0,2,0,0,54
7159,R&D,region_2,,m,sourcing,2,27,4.0,2,0,0,89
18177,Sales & Marketing,region_3,Bachelor's,m,other,1,29,3.0,2,0,0,50
4369,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,3.0,8,1,0,49
24227,Technology,region_2,Below Secondary,m,other,2,24,,1,1,0,80
16911,Operations,region_22,Master's & above,f,other,1,36,3.0,4,1,0,60
32420,Technology,region_13,Bachelor's,f,referred,1,33,5.0,6,1,0,79
30577,Sales & Marketing,region_32,Bachelor's,m,other,1,26,3.0,2,0,0,53
22524,Sales & Marketing,region_2,Master's & above,m,other,1,36,5.0,4,1,0,49
2406,Analytics,region_8,Bachelor's,m,other,1,28,4.0,2,0,0,82
24425,Sales & Marketing,region_2,Master's & above,m,sourcing,1,40,3.0,2,0,0,53
1237,Sales & Marketing,region_2,Master's & above,f,sourcing,1,45,2.0,4,0,0,51
54533,Analytics,region_25,Bachelor's,m,sourcing,2,32,5.0,2,1,0,87
774,Procurement,region_17,Bachelor's,f,other,1,38,2.0,4,0,0,65
25561,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,32,4.0,4,0,0,48
18122,Procurement,region_22,Master's & above,f,sourcing,1,36,3.0,5,0,0,72
50248,Analytics,region_15,Bachelor's,m,other,1,31,5.0,9,0,0,81
35475,Sales & Marketing,region_2,Bachelor's,f,other,1,39,5.0,10,1,0,49
30763,Operations,region_2,Bachelor's,f,sourcing,1,58,5.0,7,1,0,61
7317,Procurement,region_8,Bachelor's,m,other,1,32,3.0,4,1,0,68
4332,Sales & Marketing,region_15,Bachelor's,m,other,1,32,2.0,8,0,0,53
53105,Technology,region_2,Bachelor's,m,referred,2,32,3.0,7,0,0,80
41995,Procurement,region_7,Bachelor's,f,sourcing,2,28,4.0,1,0,0,69
37242,Operations,region_31,Master's & above,m,other,1,55,4.0,11,0,0,59
47000,Legal,region_11,Bachelor's,m,other,1,31,3.0,3,0,0,53
52234,Operations,region_22,Bachelor's,f,sourcing,1,32,5.0,7,1,0,65
50350,Sales & Marketing,region_23,Bachelor's,m,other,1,27,4.0,3,0,0,53
791,Operations,region_7,Bachelor's,m,sourcing,1,33,3.0,4,0,0,74
5931,Procurement,region_22,Master's & above,f,other,2,29,3.0,4,0,0,70
35873,Sales & Marketing,region_22,,m,sourcing,1,27,3.0,4,0,0,55
50335,R&D,region_7,Master's & above,m,other,1,32,4.0,6,1,0,83
36086,Procurement,region_15,Master's & above,f,other,1,42,3.0,6,1,0,71
32915,Sales & Marketing,region_11,Bachelor's,f,other,1,31,1.0,5,0,0,49
44599,Sales & Marketing,region_1,Bachelor's,m,other,1,31,2.0,4,1,0,47
46832,Procurement,region_11,Bachelor's,m,sourcing,1,40,1.0,11,0,0,69
38016,Procurement,region_5,Bachelor's,f,other,1,30,3.0,4,0,0,68
41662,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,49,3.0,14,0,0,49
45216,Analytics,region_28,Master's & above,f,sourcing,1,32,3.0,6,0,0,84
35541,Sales & Marketing,region_32,Bachelor's,m,other,1,39,2.0,9,0,0,47
38093,Technology,region_2,Master's & above,m,referred,1,49,3.0,8,0,0,81
16895,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,1.0,9,0,0,47
31042,Procurement,region_13,Master's & above,m,other,1,36,3.0,3,0,0,70
41254,Operations,region_2,Bachelor's,m,sourcing,1,38,2.0,10,1,0,56
33349,Sales & Marketing,region_2,Bachelor's,m,other,1,35,4.0,5,0,0,52
11620,Operations,region_13,Bachelor's,m,other,1,54,5.0,11,1,0,56
6047,Analytics,region_26,Bachelor's,m,other,1,31,5.0,7,0,0,87
34894,Operations,region_8,Bachelor's,f,sourcing,1,26,3.0,4,1,1,55
51879,Analytics,region_25,Bachelor's,m,sourcing,1,31,3.0,3,0,0,81
39493,Finance,region_4,Master's & above,m,other,1,38,3.0,5,1,0,63
3663,Procurement,region_27,Bachelor's,m,other,2,37,4.0,6,0,0,68
44597,Technology,region_7,Bachelor's,m,other,1,40,4.0,3,0,0,81
41612,Operations,region_7,Bachelor's,m,other,1,34,3.0,6,0,0,58
3951,Technology,region_2,Master's & above,f,other,1,34,4.0,7,1,0,83
51997,Procurement,region_30,Bachelor's,f,other,1,38,5.0,9,1,0,69
48325,Analytics,region_22,Bachelor's,f,sourcing,2,29,,1,1,0,84
36199,Sales & Marketing,region_22,,m,other,1,25,3.0,3,1,0,50
1556,Sales & Marketing,region_23,Master's & above,m,sourcing,1,38,1.0,12,0,0,53
39910,Sales & Marketing,region_15,Master's & above,f,other,1,32,3.0,2,1,0,97
16018,Sales & Marketing,region_13,Master's & above,m,other,2,49,1.0,4,0,0,53
30828,Sales & Marketing,region_24,Bachelor's,m,other,1,35,1.0,8,0,0,48
26991,Operations,region_2,Bachelor's,m,sourcing,1,51,3.0,20,0,0,58
407,Analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,0,87
33365,Sales & Marketing,region_19,,m,other,1,36,3.0,10,0,0,47
13407,Procurement,region_13,Master's & above,m,other,2,33,1.0,4,1,0,67
53300,Technology,region_2,Bachelor's,m,referred,1,26,3.0,3,0,0,76
16582,Operations,region_17,Bachelor's,m,other,1,27,,1,0,0,59
10218,Sales & Marketing,region_2,Master's & above,f,other,1,40,3.0,3,1,0,49
30920,Finance,region_8,Bachelor's,m,sourcing,1,27,,1,0,0,58
1797,Operations,region_31,Bachelor's,m,other,1,31,1.0,5,1,0,59
30463,Procurement,region_30,Bachelor's,f,sourcing,1,31,5.0,5,1,0,74
7746,Operations,region_13,Bachelor's,m,other,1,29,3.0,3,1,0,60
53703,Procurement,region_11,Master's & above,m,sourcing,1,42,4.0,3,1,0,66
19325,Technology,region_2,,f,sourcing,1,32,4.0,7,0,0,77
49593,Technology,region_13,Bachelor's,m,other,1,37,3.0,8,0,0,80
1592,Procurement,region_11,Bachelor's,m,sourcing,1,30,3.0,3,0,0,72
40340,Operations,region_7,Bachelor's,m,other,1,43,3.0,14,0,0,58
48053,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,36,4.0,5,1,1,64
21550,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,38,2.0,5,0,0,46
14572,Sales & Marketing,region_2,,m,sourcing,2,25,,1,0,0,48
47373,Operations,region_31,Bachelor's,m,sourcing,1,45,3.0,14,0,0,60
8533,Technology,region_2,Below Secondary,m,referred,1,24,2.0,1,1,0,76
2753,Finance,region_2,Bachelor's,m,other,1,29,5.0,6,0,0,57
12033,Procurement,region_7,Master's & above,m,sourcing,1,31,2.0,3,0,0,66
47370,Analytics,region_7,Bachelor's,m,sourcing,1,36,5.0,4,1,0,81
45671,R&D,region_7,Bachelor's,m,other,2,33,4.0,3,0,0,83
18134,Analytics,region_2,Master's & above,m,other,2,35,5.0,7,0,0,82
4892,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,29,5.0,3,1,0,52
29020,Sales & Marketing,region_2,Master's & above,f,other,2,41,1.0,12,0,0,55
50360,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,28,3.0,2,0,1,60
14720,Procurement,region_16,Bachelor's,m,sourcing,4,26,5.0,3,1,0,71
11411,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,0,0,46
53123,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,29,3.0,3,0,0,50
49359,Sales & Marketing,region_13,,m,sourcing,1,26,5.0,2,0,0,51
10284,Sales & Marketing,region_4,Bachelor's,m,other,1,27,3.0,4,0,0,48
14420,Technology,region_7,Bachelor's,f,other,1,29,3.0,4,1,0,81
50871,Procurement,region_29,Bachelor's,m,sourcing,1,33,3.0,7,0,0,66
33929,Finance,region_2,Bachelor's,m,sourcing,1,27,4.0,3,1,0,61
34526,Operations,region_13,Master's & above,f,other,1,41,5.0,4,1,0,93
40468,Technology,region_4,Bachelor's,f,sourcing,1,33,3.0,7,0,0,82
31308,Analytics,region_2,Master's & above,m,other,3,35,3.0,5,0,0,83
46044,Technology,region_23,Master's & above,f,sourcing,1,32,4.0,10,1,0,82
2671,Sales & Marketing,region_2,Master's & above,f,other,1,42,4.0,8,0,0,50
7634,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,60,4.0,12,0,0,50
25010,Legal,region_2,Master's & above,f,sourcing,1,38,1.0,10,0,0,60
10999,Procurement,region_22,Bachelor's,f,other,1,27,1.0,3,0,0,69
17136,Technology,region_2,Bachelor's,m,other,2,42,3.0,3,1,0,80
26926,Operations,region_22,Bachelor's,f,other,1,39,3.0,4,0,0,56
3362,Procurement,region_2,Below Secondary,f,other,1,24,4.0,2,1,0,72
33040,Operations,region_7,Master's & above,f,sourcing,1,36,4.0,4,0,0,57
20638,Analytics,region_32,Bachelor's,m,sourcing,1,39,2.0,3,0,0,81
48368,Operations,region_8,Bachelor's,m,sourcing,1,25,4.0,2,1,0,58
5604,Operations,region_2,Bachelor's,m,other,1,48,5.0,2,1,0,59
42433,Technology,region_5,Bachelor's,f,other,1,35,1.0,3,0,0,80
51343,Sales & Marketing,region_2,Bachelor's,m,other,1,34,5.0,4,0,0,44
12495,Operations,region_7,Master's & above,f,other,1,36,5.0,8,0,0,59
53424,Operations,region_26,Bachelor's,m,other,1,36,3.0,4,1,0,61
6469,Technology,region_22,Bachelor's,f,other,4,27,,1,1,0,79
32331,Sales & Marketing,region_28,Bachelor's,m,other,1,34,4.0,6,0,0,49
46364,Sales & Marketing,region_2,,m,sourcing,4,24,3.0,3,0,0,48
11529,Operations,region_7,Bachelor's,m,other,1,35,2.0,2,0,0,60
29387,Operations,region_2,Bachelor's,m,sourcing,1,52,3.0,15,0,0,66
24014,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,41,1.0,13,0,0,49
28509,Procurement,region_7,Master's & above,f,other,1,33,1.0,4,0,0,69
48765,Sales & Marketing,region_23,Bachelor's,m,other,1,32,2.0,8,0,0,51
1926,Technology,region_2,Bachelor's,m,other,1,24,4.0,2,1,0,75
32346,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,25,4.0,2,0,0,56
13463,Operations,region_27,Bachelor's,f,sourcing,2,36,1.0,4,1,1,63
31876,Sales & Marketing,region_26,Master's & above,m,other,1,39,3.0,10,0,0,46
9783,Operations,region_6,Master's & above,f,sourcing,1,49,5.0,6,1,0,60
9072,Technology,region_26,Master's & above,f,other,1,36,5.0,9,1,0,83
23597,Operations,region_30,Bachelor's,f,sourcing,1,28,4.0,2,0,0,57
45907,Procurement,region_2,Bachelor's,m,other,1,39,1.0,10,1,0,70
24573,Procurement,region_17,Bachelor's,f,other,1,32,1.0,6,0,0,67
33374,Sales & Marketing,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,0,46
44301,Procurement,region_31,Bachelor's,m,other,1,31,3.0,6,0,0,68
43588,Sales & Marketing,region_4,Master's & above,f,other,1,41,3.0,9,0,0,52
45377,Sales & Marketing,region_23,Bachelor's,f,sourcing,2,30,1.0,5,0,0,47
31332,Operations,region_4,Master's & above,m,other,1,41,5.0,12,1,0,61
8271,Operations,region_19,Bachelor's,m,sourcing,2,39,3.0,9,0,0,71
5677,Analytics,region_22,Bachelor's,m,sourcing,1,23,,1,0,0,85
38713,Sales & Marketing,region_9,Master's & above,m,sourcing,1,32,3.0,4,0,0,50
46893,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,37,3.0,7,0,0,54
41745,Operations,region_7,Bachelor's,m,sourcing,1,46,3.0,4,1,0,59
38318,Sales & Marketing,region_20,Bachelor's,m,other,2,43,2.0,7,0,0,46
45787,Operations,region_7,Bachelor's,f,other,1,45,1.0,15,0,0,59
9224,Analytics,region_1,Bachelor's,m,other,1,27,3.0,4,0,0,84
51511,Operations,region_2,Master's & above,m,other,1,46,5.0,3,1,0,58
9077,R&D,region_22,Master's & above,m,sourcing,1,29,4.0,4,0,0,83
43283,Sales & Marketing,region_32,Bachelor's,m,other,1,29,4.0,3,1,0,53
7260,Sales & Marketing,region_22,Master's & above,f,other,1,31,2.0,5,0,0,50
12759,HR,region_2,Bachelor's,f,sourcing,1,24,,1,0,0,46
41001,Operations,region_22,Bachelor's,m,other,1,44,2.0,14,0,0,62
22026,Sales & Marketing,region_4,Master's & above,m,sourcing,1,41,3.0,3,1,0,53
12470,Sales & Marketing,region_2,Bachelor's,f,other,1,38,3.0,3,0,0,50
49129,Technology,region_26,Below Secondary,m,other,2,25,3.0,3,0,0,79
43709,Sales & Marketing,region_3,Bachelor's,m,other,1,31,4.0,2,0,0,46
11544,R&D,region_22,Bachelor's,m,sourcing,1,28,3.0,5,1,0,84
41187,Technology,region_23,Bachelor's,m,other,1,33,5.0,6,1,0,81
49191,Technology,region_13,Master's & above,m,other,2,37,4.0,8,1,0,78
51353,Sales & Marketing,region_4,Bachelor's,m,other,1,34,5.0,4,0,1,63
13978,Procurement,region_2,Bachelor's,f,other,1,32,4.0,5,1,0,64
8690,Sales & Marketing,region_26,Bachelor's,f,other,1,26,,1,1,0,47
297,Technology,region_13,Bachelor's,m,sourcing,1,30,2.0,9,0,0,79
44503,Sales & Marketing,region_11,Bachelor's,m,other,1,41,3.0,14,0,0,47
23629,Technology,region_29,Master's & above,m,sourcing,2,30,3.0,2,1,0,78
44100,Sales & Marketing,region_16,Bachelor's,m,other,1,31,,1,0,0,49
44613,Operations,region_22,Master's & above,f,sourcing,2,36,5.0,7,1,0,64
30725,Operations,region_15,Bachelor's,m,sourcing,1,39,4.0,3,1,0,54
44081,Operations,region_12,Bachelor's,f,other,2,32,3.0,2,1,0,60
42162,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,25,3.0,2,1,0,47
43290,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,32,1.0,2,0,0,47
16902,Sales & Marketing,region_2,Master's & above,f,other,2,55,1.0,14,0,0,53
24417,Procurement,region_7,Master's & above,f,sourcing,1,41,3.0,6,1,0,65
12462,Sales & Marketing,region_22,Bachelor's,m,other,1,28,4.0,4,1,0,47
28367,Sales & Marketing,region_22,Bachelor's,f,referred,2,27,,1,0,0,49
8215,Procurement,region_16,Bachelor's,m,other,1,31,3.0,5,0,0,67
52657,Sales & Marketing,region_7,Bachelor's,m,other,1,34,2.0,3,0,0,52
5112,Technology,region_5,Bachelor's,m,sourcing,1,26,3.0,4,0,0,87
45322,Sales & Marketing,region_7,Master's & above,f,sourcing,1,37,3.0,2,0,0,46
48699,Finance,region_2,,m,other,1,28,3.0,3,0,0,61
14413,Technology,region_30,Master's & above,f,sourcing,1,40,4.0,11,1,0,80
25888,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,3.0,2,1,0,54
5862,Analytics,region_2,Master's & above,m,other,1,39,4.0,2,0,0,84
19392,Technology,region_26,Bachelor's,m,other,1,48,3.0,18,0,0,84
10426,Operations,region_15,Master's & above,m,sourcing,1,38,5.0,4,1,0,61
27940,Procurement,region_2,Bachelor's,m,sourcing,1,30,4.0,4,0,0,72
19295,Technology,region_22,Bachelor's,f,sourcing,1,28,,1,1,0,90
10337,Operations,region_22,Bachelor's,m,sourcing,2,27,,1,1,0,63
1528,HR,region_26,Bachelor's,f,other,1,31,3.0,5,1,0,46
46336,Procurement,region_22,Bachelor's,m,referred,3,27,2.0,4,1,0,72
11432,Operations,region_26,Bachelor's,f,sourcing,1,33,3.0,6,0,0,60
40600,Sales & Marketing,region_13,Bachelor's,m,other,2,29,5.0,6,0,0,45
20696,Operations,region_11,Master's & above,m,other,1,44,4.0,4,1,0,61
20768,Operations,region_15,Bachelor's,m,referred,1,32,,1,0,0,57
17812,HR,region_2,Below Secondary,m,other,1,22,,1,0,0,50
9679,Procurement,region_2,Below Secondary,m,other,1,21,4.0,2,1,0,69
42191,Technology,region_5,Bachelor's,f,sourcing,1,27,3.0,2,0,0,77
39104,Procurement,region_27,Master's & above,m,sourcing,2,40,1.0,10,0,0,69
12571,Operations,region_22,Master's & above,m,referred,1,40,5.0,3,1,0,59
14825,Operations,region_29,Bachelor's,m,sourcing,1,32,4.0,2,1,0,64
16584,Sales & Marketing,region_2,Bachelor's,f,sourcing,4,24,1.0,2,0,0,47
3863,Operations,region_26,,m,other,1,29,5.0,5,1,0,59
7475,Operations,region_23,Bachelor's,m,other,1,35,3.0,7,0,0,63
48197,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4.0,3,0,0,50
45193,Technology,region_1,Master's & above,f,other,1,35,5.0,7,1,0,79
1720,Analytics,region_22,Bachelor's,m,other,2,40,5.0,12,0,0,85
7518,Technology,region_31,Master's & above,m,sourcing,1,44,5.0,6,1,0,78
52869,Sales & Marketing,region_13,Bachelor's,m,other,1,37,4.0,2,1,0,64
19727,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,30,3.0,5,0,0,53
35289,Technology,region_3,Bachelor's,m,other,4,27,,1,1,0,76
27871,Sales & Marketing,region_16,Master's & above,m,sourcing,1,32,3.0,5,0,0,49
3814,Technology,region_2,Master's & above,f,other,1,58,3.0,17,0,0,83
50764,Sales & Marketing,region_2,Master's & above,m,sourcing,2,53,1.0,18,0,0,48
4916,Procurement,region_2,Bachelor's,f,sourcing,5,30,4.0,4,0,0,65
23656,Sales & Marketing,region_2,Master's & above,f,other,1,31,3.0,6,0,0,51
825,Technology,region_27,Bachelor's,f,sourcing,1,35,1.0,4,1,0,83
41694,Procurement,region_13,Master's & above,f,other,4,35,3.0,9,1,0,72
4912,Procurement,region_13,Bachelor's,f,sourcing,2,28,,1,0,0,69
38322,Finance,region_2,Bachelor's,m,other,1,50,1.0,3,0,0,59
35975,Finance,region_2,Bachelor's,m,other,1,38,5.0,4,1,0,59
53417,Procurement,region_7,Bachelor's,m,sourcing,1,47,1.0,16,0,0,70
49021,Operations,region_26,Bachelor's,m,sourcing,1,40,5.0,6,1,0,61
47968,Operations,region_22,Master's & above,f,sourcing,1,34,5.0,7,1,0,56
40084,Procurement,region_24,Bachelor's,f,other,1,30,1.0,4,1,0,68
52390,Procurement,region_15,Master's & above,m,other,2,32,5.0,5,1,0,66
47165,Technology,region_2,Bachelor's,f,sourcing,1,31,2.0,8,1,0,81
28006,Analytics,region_2,Bachelor's,m,sourcing,1,26,5.0,3,0,0,87
2710,Procurement,region_14,Bachelor's,f,sourcing,1,29,4.0,3,1,0,71
47040,Technology,region_5,Bachelor's,m,other,1,44,3.0,14,0,0,78
20127,Operations,region_7,Bachelor's,f,other,1,31,4.0,4,0,0,64
42252,Operations,region_26,Bachelor's,m,sourcing,1,29,4.0,2,0,0,61
20793,Finance,region_7,Master's & above,m,other,1,40,3.0,7,0,0,60
24588,Technology,region_13,Bachelor's,f,sourcing,1,43,4.0,7,1,0,83
46015,HR,region_15,Bachelor's,m,other,1,29,4.0,5,1,0,49
3705,Sales & Marketing,region_31,Bachelor's,m,other,2,38,5.0,6,0,0,49
38665,Operations,region_22,Bachelor's,m,other,1,44,3.0,17,0,0,59
26389,Analytics,region_17,Bachelor's,m,sourcing,1,30,3.0,4,1,0,82
42677,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,28,4.0,4,0,0,53
19798,Procurement,region_22,Bachelor's,m,sourcing,2,27,5.0,3,1,0,69
42467,Finance,region_11,Bachelor's,m,sourcing,1,28,5.0,6,0,0,59
26791,HR,region_2,Bachelor's,m,other,1,27,4.0,4,0,0,51
54475,Operations,region_29,Bachelor's,m,other,1,30,4.0,5,0,0,60
25957,Technology,region_9,Bachelor's,m,other,1,31,4.0,7,0,0,78
35748,Sales & Marketing,region_13,Master's & above,m,sourcing,1,39,3.0,6,0,0,48
27673,Operations,region_27,Bachelor's,m,other,1,30,4.0,5,1,0,58
16572,Analytics,region_22,Bachelor's,f,other,1,30,4.0,7,1,0,87
32835,Analytics,region_28,Bachelor's,m,other,2,31,3.0,3,0,0,83
14706,Operations,region_13,Master's & above,m,sourcing,1,34,3.0,7,1,1,58
527,Technology,region_31,Bachelor's,m,other,1,27,2.0,3,1,0,78
18749,Technology,region_2,Bachelor's,f,sourcing,2,31,2.0,4,0,0,81
52174,HR,region_2,Bachelor's,m,sourcing,1,33,4.0,10,0,0,48
44338,HR,region_2,Bachelor's,m,referred,1,27,5.0,3,1,0,53
10156,Finance,region_13,Master's & above,m,other,2,32,4.0,8,0,0,58
19744,Technology,region_13,Bachelor's,f,other,2,30,3.0,7,1,0,74
29196,Operations,region_2,Bachelor's,f,other,1,30,3.0,6,1,0,58
35829,Finance,region_2,Bachelor's,f,other,2,28,5.0,6,1,0,60
33009,Procurement,region_7,Bachelor's,f,sourcing,1,42,5.0,14,0,0,70
30233,Finance,region_28,Bachelor's,m,other,1,30,3.0,4,0,0,59
38888,Operations,region_11,Bachelor's,f,other,1,37,5.0,4,1,0,57
52836,HR,region_22,Bachelor's,f,other,1,33,3.0,8,0,0,50
4763,Analytics,region_25,Bachelor's,m,other,1,32,1.0,4,0,0,86
